Time, Temperature-C, Pressure-Pa, Attitude-m,
2022-10-13 05:44:23,24.15,102560.47,-4.98,
2022-10-13 05:44:26,24.16,102557.40,-4.72,
2022-10-13 05:44:29,24.16,102563.16,-5.20,
2022-10-13 05:44:32,24.17,102561.36,-5.05,
2022-10-13 05:44:35,24.17,102559.83,-4.93,
2022-10-13 05:44:38,24.17,102557.60,-4.74,
2022-10-13 05:44:41,24.17,102558.46,-4.81,
2022-10-13 05:44:44,24.17,102556.04,-4.61,
2022-10-13 05:44:47,24.17,102557.50,-4.73,
2022-10-13 05:44:50,24.17,102562.39,-5.14,
2022-10-13 05:44:53,24.17,102559.62,-4.91,
2022-10-13 05:44:56,24.17,102558.13,-4.78,
2022-10-13 05:44:59,24.18,102562.63,-5.15,
2022-10-13 05:45:02,24.18,102555.22,-4.54,
2022-10-13 05:45:05,24.18,102559.63,-4.91,
2022-10-13 05:45:08,24.18,102559.74,-4.91,
2022-10-13 05:45:11,24.19,102564.30,-5.29,
2022-10-13 05:45:14,24.19,102561.07,-5.03,
2022-10-13 05:45:17,24.19,102558.92,-4.85,
2022-10-13 05:45:20,24.19,102559.07,-4.86,
2022-10-13 05:45:23,24.19,102557.89,-4.77,
2022-10-13 05:45:26,24.19,102559.33,-4.88,
2022-10-13 05:45:29,24.19,102561.14,-5.03,
2022-10-13 05:45:32,24.19,102558.17,-4.79,
2022-10-13 05:45:35,24.18,102559.80,-4.93,
2022-10-13 05:45:38,24.18,102558.10,-4.78,
2022-10-13 05:45:41,24.19,102557.66,-4.75,
2022-10-13 05:45:44,24.19,102558.14,-4.78,
2022-10-13 05:45:47,24.20,102556.64,-4.66,
2022-10-13 05:45:50,24.21,102558.25,-4.79,
2022-10-13 05:45:53,24.21,102560.50,-4.98,
2022-10-13 05:45:56,24.21,102558.46,-4.81,
2022-10-13 05:45:59,24.21,102558.35,-4.80,
2022-10-13 05:46:02,24.22,102563.00,-5.18,
2022-10-13 05:46:05,24.22,102557.44,-4.73,
2022-10-13 05:46:08,24.23,102558.88,-4.85,
2022-10-13 05:46:11,24.23,102557.24,-4.71,
2022-10-13 05:46:14,24.24,102557.96,-4.77,
2022-10-13 05:46:17,24.24,102561.91,-5.09,
2022-10-13 05:46:20,24.24,102559.60,-4.90,
2022-10-13 05:46:23,24.24,102561.75,-5.08,
2022-10-13 05:46:26,24.24,102557.52,-5.00,
2022-10-13 05:46:29,24.25,102562.40,-5.14,
2022-10-13 05:46:32,24.25,102561.14,-5.03,
2022-10-13 05:46:35,24.25,102567.42,-5.55,
2022-10-13 05:46:38,24.25,102559.60,-4.90,
2022-10-13 05:46:41,24.25,102559.33,-4.88,
2022-10-13 05:46:44,24.25,102561.28,-5.05,
2022-10-13 05:46:47,24.25,102559.50,-4.90,
2022-10-13 05:46:50,24.26,102562.71,-5.16,
2022-10-13 05:46:53,24.26,102561.76,-5.08,
2022-10-13 05:46:56,24.26,102564.22,-5.28,
2022-10-13 05:46:59,24.27,102561.22,-5.04,
2022-10-13 05:47:02,24.27,102561.28,-5.05,
2022-10-13 05:47:05,24.27,102558.15,-4.79,
2022-10-13 05:47:08,24.27,102561.80,-5.09,
2022-10-13 05:47:11,24.28,102561.02,-5.02,
2022-10-13 05:47:14,24.28,102561.71,-5.08,
2022-10-13 05:47:17,24.27,102560.67,-4.99,
2022-10-13 05:47:20,24.28,102560.91,-5.02,
2022-10-13 05:47:23,24.27,102561.94,-5.10,
2022-10-13 05:47:26,24.28,102560.44,-4.97,
2022-10-13 05:47:29,24.29,102559.05,-4.86,
2022-10-13 05:47:32,24.29,102558.36,-4.80,
2022-10-13 05:47:35,24.29,102559.36,-4.89,
2022-10-13 05:47:38,24.29,102562.80,-5.17,
2022-10-13 05:47:41,24.29,102559.53,-4.90,
2022-10-13 05:47:44,24.30,102560.69,-4.99,
2022-10-13 05:47:47,24.30,102556.16,-4.62,
2022-10-13 05:47:50,24.30,102556.94,-4.69,
2022-10-13 05:47:53,24.30,102559.22,-4.87,
2022-10-13 05:47:56,24.30,102560.76,-5.00,
2022-10-13 05:47:59,24.30,102560.08,-4.95,
2022-10-13 05:48:02,24.30,102559.67,-4.91,
2022-10-13 05:48:05,24.31,102560.83,-5.00,
2022-10-13 05:48:08,24.31,102566.46,-5.47,
2022-10-13 05:48:11,24.30,102559.74,-4.91,
2022-10-13 05:48:14,24.31,102561.52,-5.06,
2022-10-13 05:48:17,24.31,102560.36,-4.97,
2022-10-13 05:48:20,24.31,102558.42,-4.81,
2022-10-13 05:48:23,24.30,102561.10,-5.03,
2022-10-13 05:48:26,24.31,102561.83,-5.09,
2022-10-13 05:48:29,24.31,102560.29,-4.96,
2022-10-13 05:48:32,24.32,102562.35,-5.15,
2022-10-13 05:48:35,24.32,102563.37,-5.22,
2022-10-13 05:48:38,24.32,102562.17,-5.12,
2022-10-13 05:48:41,24.32,102562.52,-5.15,
2022-10-13 05:48:44,24.33,102561.71,-5.08,
2022-10-13 05:48:47,24.33,102560.10,-4.95,
2022-10-13 05:48:50,24.34,102563.78,-5.25,
2022-10-13 05:48:53,24.34,102563.03,-5.19,
2022-10-13 05:48:56,24.34,102564.13,-5.28,
2022-10-13 05:48:59,24.34,102559.52,-4.90,
2022-10-13 05:49:02,24.34,102563.35,-5.22,
2022-10-13 05:49:05,24.34,102561.98,-5.10,
2022-10-13 05:49:08,24.35,102562.22,-5.12,
2022-10-13 05:49:11,24.35,102561.88,-5.09,
2022-10-13 05:49:14,24.35,102559.05,-4.86,
2022-10-13 05:49:17,24.34,102557.55,-4.73,
2022-10-13 05:49:20,24.35,102559.14,-4.87,
2022-10-13 05:49:23,24.35,102556.83,-4.68,
2022-10-13 05:49:26,24.34,102565.22,-4.99,
2022-10-13 05:49:29,24.34,102560.96,-5.02,
2022-10-13 05:49:33,24.34,102562.42,-5.14,
2022-10-13 05:49:36,24.35,102564.95,-5.35,
2022-10-13 05:49:39,24.35,102563.58,-5.23,
2022-10-13 05:49:42,24.34,102558.74,-4.84,
2022-10-13 05:49:45,24.35,102561.27,-5.04,
2022-10-13 05:49:48,24.36,102562.74,-5.16,
2022-10-13 05:49:51,24.35,102565.36,-5.38,
2022-10-13 05:49:54,24.36,102564.28,-5.29,
2022-10-13 05:49:57,24.36,102562.07,-5.11,
2022-10-13 05:50:00,24.36,102562.98,-5.18,
2022-10-13 05:50:03,24.36,102564.25,-5.29,
2022-10-13 05:50:06,24.36,102560.76,-5.00,
2022-10-13 05:50:09,24.37,102560.46,-4.98,
2022-10-13 05:50:12,24.37,102562.34,-5.13,
2022-10-13 05:50:15,24.37,102560.29,-4.96,
2022-10-13 05:50:18,24.37,102558.42,-4.81,
2022-10-13 05:50:21,24.37,102561.38,-5.05,
2022-10-13 05:50:24,24.37,102559.78,-4.92,
2022-10-13 05:50:27,24.38,102562.75,-5.16,
2022-10-13 05:50:30,24.38,102561.21,-5.04,
2022-10-13 05:50:33,24.38,102560.43,-4.97,
2022-10-13 05:50:36,24.38,102560.57,-4.98,
2022-10-13 05:50:39,24.38,102561.42,-5.06,
2022-10-13 05:50:42,24.39,102564.57,-5.32,
2022-10-13 05:50:45,24.39,102565.52,-5.40,
2022-10-13 05:50:48,24.38,102557.60,-4.74,
2022-10-13 05:50:51,24.39,102560.85,-5.01,
2022-10-13 05:50:54,24.39,102560.47,-4.98,
2022-10-13 05:50:57,24.40,102560.89,-5.01,
2022-10-13 05:51:00,24.40,102565.42,-5.38,
2022-10-13 05:51:03,24.41,102564.44,-5.31,
2022-10-13 05:51:06,24.41,102561.37,-5.05,
2022-10-13 05:51:09,24.41,102561.34,-5.05,
2022-10-13 05:51:12,24.41,102564.17,-5.28,
2022-10-13 05:51:15,24.41,102561.50,-5.06,
2022-10-13 05:51:18,24.41,102562.53,-5.15,
2022-10-13 05:51:21,24.42,102559.60,-4.90,
2022-10-13 05:51:24,24.41,102563.32,-5.21,
2022-10-13 05:51:27,24.41,102559.05,-4.86,
2022-10-13 05:51:30,24.41,102562.53,-5.15,
2022-10-13 05:51:33,24.41,102559.83,-4.93,
2022-10-13 05:51:36,24.42,102561.03,-5.23,
2022-10-13 05:51:39,24.41,102561.75,-5.08,
2022-10-13 05:51:42,24.41,102562.80,-5.17,
2022-10-13 05:51:45,24.40,102558.74,-4.84,
2022-10-13 05:51:48,24.42,102561.31,-5.05,
2022-10-13 05:51:51,24.42,102560.11,-4.95,
2022-10-13 05:51:54,24.42,102565.06,-5.35,
2022-10-13 05:51:57,24.43,102561.38,-5.05,
2022-10-13 05:52:00,24.43,102559.17,-4.87,
2022-10-13 05:52:03,24.44,102561.52,-5.06,
2022-10-13 05:52:06,24.43,102561.96,-5.10,
2022-10-13 05:52:09,24.44,102562.38,-4.89,
2022-10-13 05:52:12,24.44,102557.77,-4.76,
2022-10-13 05:52:15,24.43,102563.02,-5.19,
2022-10-13 05:52:18,24.43,102558.32,-4.80,
2022-10-13 05:52:21,24.43,102560.60,-4.99,
2022-10-13 05:52:24,24.44,102562.72,-5.16,
2022-10-13 05:52:27,24.43,102559.41,-4.89,
2022-10-13 05:52:30,24.43,102558.66,-4.83,
2022-10-13 05:52:33,24.43,102562.92,-5.18,
2022-10-13 05:52:36,24.44,102563.57,-5.23,
2022-10-13 05:52:39,24.44,102563.74,-5.25,
2022-10-13 05:52:42,24.44,102558.08,-4.78,
2022-10-13 05:52:45,24.44,102566.51,-5.47,
2022-10-13 05:52:48,24.45,102562.69,-5.16,
2022-10-13 05:52:51,24.45,102563.24,-5.21,
2022-10-13 05:52:54,24.45,102559.44,-4.89,
2022-10-13 05:52:57,24.45,102562.52,-5.15,
2022-10-13 05:53:00,24.44,102560.02,-4.94,
2022-10-13 05:53:03,24.45,102563.44,-5.22,
2022-10-13 05:53:06,24.45,102560.53,-4.98,
2022-10-13 05:53:09,24.45,102559.96,-4.94,
2022-10-13 05:53:12,24.44,102559.85,-4.93,
2022-10-13 05:53:15,24.45,102560.30,-4.96,
2022-10-13 05:53:18,24.45,102562.00,-5.10,
2022-10-13 05:53:21,24.45,102561.05,-5.03,
2022-10-13 05:53:24,24.44,102561.05,-5.03,
2022-10-13 05:53:27,24.44,102564.12,-5.28,
2022-10-13 05:53:30,24.45,102563.37,-5.22,
2022-10-13 05:53:33,24.44,102561.39,-5.05,
2022-10-13 05:53:36,24.45,102561.28,-5.05,
2022-10-13 05:53:39,24.45,102560.10,-4.95,
2022-10-13 05:53:42,24.45,102564.42,-5.30,
2022-10-13 05:53:45,24.45,102560.64,-4.99,
2022-10-13 05:53:48,24.45,102562.49,-5.14,
2022-10-13 05:53:51,24.45,102564.53,-5.31,
2022-10-13 05:53:54,24.46,102562.79,-5.17,
2022-10-13 05:53:57,24.46,102567.88,-5.59,
2022-10-13 05:54:00,24.46,102562.08,-5.11,
2022-10-13 05:54:03,24.47,102558.95,-4.85,
2022-10-13 05:54:06,24.47,102563.32,-5.21,
2022-10-13 05:54:09,24.48,102562.25,-5.13,
2022-10-13 05:54:12,24.48,102564.61,-5.32,
2022-10-13 05:54:15,24.48,102565.47,-5.39,
2022-10-13 05:54:18,24.49,102563.36,-5.22,
2022-10-13 05:54:21,24.49,102563.12,-5.19,
2022-10-13 05:54:24,24.49,102565.85,-5.42,
2022-10-13 05:54:27,24.49,102560.39,-4.97,
2022-10-13 05:54:30,24.49,102562.78,-5.03,
2022-10-13 05:54:33,24.49,102566.53,-5.47,
2022-10-13 05:54:36,24.49,102565.24,-5.37,
2022-10-13 05:54:39,24.49,102563.19,-5.20,
2022-10-13 05:54:42,24.49,102562.10,-5.11,
2022-10-13 05:54:45,24.49,102563.87,-5.26,
2022-10-13 05:54:48,24.49,102556.88,-4.68,
2022-10-13 05:54:51,24.49,102564.66,-5.32,
2022-10-13 05:54:54,24.48,102565.19,-5.36,
2022-10-13 05:54:57,24.49,102565.78,-5.42,
2022-10-13 05:55:00,24.49,102564.97,-5.35,
2022-10-13 05:55:03,24.49,102567.35,-5.54,
2022-10-13 05:55:06,24.50,102562.99,-5.18,
2022-10-13 05:55:09,24.50,102568.85,-5.67,
2022-10-13 05:55:12,24.49,102565.64,-5.40,
2022-10-13 05:55:15,24.50,102565.10,-5.36,
2022-10-13 05:55:18,24.50,102563.16,-5.20,
2022-10-13 05:55:21,24.50,102568.85,-5.67,
2022-10-13 05:55:24,24.50,102567.93,-5.21,
2022-10-13 05:55:27,24.50,102566.91,-5.51,
2022-10-13 05:55:30,24.50,102566.44,-5.47,
2022-10-13 05:55:33,24.50,102562.78,-5.17,
2022-10-13 05:55:36,24.50,102567.74,-5.58,
2022-10-13 05:55:39,24.50,102565.00,-5.35,
2022-10-13 05:55:42,24.50,102567.50,-5.55,
2022-10-13 05:55:45,24.50,102563.23,-5.21,
2022-10-13 05:55:48,24.50,102562.27,-5.13,
2022-10-13 05:55:51,24.51,102568.21,-5.61,
2022-10-13 05:55:54,24.50,102564.05,-5.27,
2022-10-13 05:55:57,24.51,102566.41,-5.46,
2022-10-13 05:56:00,24.51,102562.96,-5.18,
2022-10-13 05:56:03,24.51,102565.79,-5.42,
2022-10-13 05:56:06,24.51,102565.55,-5.43,
2022-10-13 05:56:09,24.51,102563.13,-5.19,
2022-10-13 05:56:12,24.51,102565.17,-5.36,
2022-10-13 05:56:15,24.52,102564.39,-5.30,
2022-10-13 05:56:18,24.52,102564.67,-5.32,
2022-10-13 05:56:21,24.51,102561.60,-5.07,
2022-10-13 05:56:24,24.51,102561.97,-5.10,
2022-10-13 05:56:27,24.51,102564.87,-5.34,
2022-10-13 05:56:30,24.51,102564.42,-5.30,
2022-10-13 05:56:33,24.51,102567.19,-5.53,
2022-10-13 05:56:36,24.50,102568.49,-5.64,
2022-10-13 05:56:39,24.51,102565.49,-5.39,
2022-10-13 05:56:42,24.51,102566.85,-5.50,
2022-10-13 05:56:45,24.51,102566.07,-5.44,
2022-10-13 05:56:48,24.51,102561.97,-5.10,
2022-10-13 05:56:51,24.51,102567.74,-5.58,
2022-10-13 05:56:54,24.51,102565.55,-5.40,
2022-10-13 05:56:57,24.52,102563.89,-5.26,
2022-10-13 05:57:00,24.52,102563.72,-5.25,
2022-10-13 05:57:03,24.52,102566.27,-5.45,
2022-10-13 05:57:06,24.53,102571.87,-5.91,
2022-10-13 05:57:09,24.52,102570.10,-5.77,
2022-10-13 05:57:12,24.52,102564.81,-5.33,
2022-10-13 05:57:15,24.53,102565.90,-5.42,
2022-10-13 05:57:18,24.53,102564.94,-5.35,
2022-10-13 05:57:21,24.52,102566.17,-5.45,
2022-10-13 05:57:24,24.53,102562.57,-5.15,
2022-10-13 05:57:27,24.53,102565.02,-5.35,
2022-10-13 05:57:30,24.53,102562.28,-5.13,
2022-10-13 05:57:33,24.53,102565.94,-5.43,
2022-10-13 05:57:36,24.53,102566.79,-5.50,
2022-10-13 05:57:39,24.53,102564.61,-5.32,
2022-10-13 05:57:42,24.53,102564.85,-5.34,
2022-10-13 05:57:45,24.53,102567.95,-5.59,
2022-10-13 05:57:48,24.52,102566.44,-5.47,
2022-10-13 05:57:51,24.52,102564.91,-5.34,
2022-10-13 05:57:54,24.52,102564.30,-5.29,
2022-10-13 05:57:57,24.53,102566.32,-5.46,
2022-10-13 05:58:00,24.53,102564.02,-5.27,
2022-10-13 05:58:03,24.53,102564.36,-5.30,
2022-10-13 05:58:07,24.53,102562.14,-5.12,
2022-10-13 05:58:10,24.52,102565.93,-5.43,
2022-10-13 05:58:13,24.53,102565.05,-5.35,
2022-10-13 05:58:16,24.53,102564.71,-5.33,
2022-10-13 05:58:19,24.53,102561.10,-5.03,
2022-10-13 05:58:22,24.53,102565.28,-5.37,
2022-10-13 05:58:25,24.53,102565.77,-5.41,
2022-10-13 05:58:28,24.53,102564.36,-5.30,
2022-10-13 05:58:31,24.53,102566.92,-5.51,
2022-10-13 05:58:34,24.53,102565.97,-5.43,
2022-10-13 05:58:37,24.53,102568.42,-5.63,
2022-10-13 05:58:40,24.53,102567.14,-5.53,
2022-10-13 05:58:43,24.54,102570.99,-5.84,
2022-10-13 05:58:46,24.53,102565.60,-5.40,
2022-10-13 05:58:49,24.54,102565.36,-5.38,
2022-10-13 05:58:52,24.54,102565.10,-5.36,
2022-10-13 05:58:55,24.54,102569.46,-5.72,
2022-10-13 05:58:58,24.55,102566.28,-5.45,
