
Time, Temperature-C, Pressure-Pa, Attitude-m,
2022-10-12 23:27:22,25.83,102623.08,-10.13,
2022-10-12 23:27:25,25.82,102617.03,-9.63,
2022-10-12 23:27:28,25.82,102621.24,-9.97,
2022-10-12 23:27:31,25.83,102617.61,-9.68,
2022-10-12 23:27:34,25.82,102617.20,-9.64,
2022-10-12 23:27:37,25.82,102614.39,-9.41,
2022-10-12 23:27:40,25.82,102616.62,-9.59,
2022-10-12 23:27:43,25.82,102616.52,-9.59,
2022-10-12 23:27:46,25.82,102618.67,-9.77,
2022-10-12 23:27:49,25.82,102615.08,-9.47,
2022-10-12 23:27:52,25.82,102618.57,-9.76,
2022-10-12 23:27:55,25.81,102617.37,-9.65,
2022-10-12 23:27:58,25.82,102614.81,-9.44,
2022-10-12 23:28:01,25.82,102618.67,-9.77,
2022-10-12 23:28:04,25.81,102616.55,-9.59,
2022-10-12 23:28:07,25.81,102617.58,-9.68,
2022-10-12 23:28:10,25.81,102617.71,-9.68,
2022-10-12 23:28:13,25.81,102612.41,-9.25,
2022-10-12 23:28:16,25.81,102618.09,-9.71,
2022-10-12 23:28:19,25.81,102619.63,-9.84,
2022-10-12 23:28:22,25.82,102620.28,-9.89,
2022-10-12 23:28:25,25.82,102616.86,-9.61,
2022-10-12 23:28:28,25.82,102618.33,-9.73,
2022-10-12 23:28:31,25.82,102610.13,-9.06,
2022-10-12 23:28:34,25.81,102616.68,-9.60,
2022-10-12 23:28:37,25.82,102612.35,-9.24,
2022-10-12 23:28:40,25.81,102616.52,-9.59,
2022-10-12 23:28:43,25.81,102613.10,-9.31,
2022-10-12 23:28:46,25.81,102614.50,-9.42,
2022-10-12 23:28:49,25.81,102613.53,-9.34,
2022-10-12 23:28:52,25.80,102609.07,-9.20,
2022-10-12 23:28:55,25.80,102612.03,-9.22,
2022-10-12 23:28:58,25.81,102611.49,-9.17,
2022-10-12 23:29:01,25.80,102612.64,-9.27,
2022-10-12 23:29:04,25.81,102612.85,-9.22,
2022-10-12 23:29:07,25.80,102612.99,-9.30,
2022-10-12 23:29:10,25.80,102607.35,-8.83,
2022-10-12 23:29:13,25.80,102611.55,-9.18,
2022-10-12 23:29:16,25.80,102612.99,-9.46,
2022-10-12 23:29:19,25.80,102611.97,-9.21,
2022-10-12 23:29:23,25.80,102613.34,-9.32,
2022-10-12 23:29:26,25.80,102615.66,-9.52,
2022-10-12 23:29:29,25.80,102613.06,-9.30,
2022-10-12 23:29:32,25.80,102616.14,-9.55,
2022-10-12 23:29:35,25.79,102617.20,-9.64,
2022-10-12 23:29:38,25.80,102613.34,-9.32,
2022-10-12 23:29:41,25.80,102619.49,-9.61,
2022-10-12 23:29:44,25.80,102612.65,-9.27,
2022-10-12 23:29:47,25.80,102609.75,-9.03,
2022-10-12 23:29:50,25.80,102613.34,-9.32,
2022-10-12 23:29:53,25.80,102615.72,-9.18,
2022-10-12 23:29:56,25.80,102612.75,-9.27,
2022-10-12 23:29:59,25.79,102614.98,-9.46,
2022-10-12 23:30:02,25.80,102614.88,-9.45,
2022-10-12 23:30:05,25.79,102611.73,-9.35,
2022-10-12 23:30:08,25.79,102608.92,-8.96,
2022-10-12 23:30:11,25.78,102608.21,-8.90,
2022-10-12 23:30:14,25.79,102610.05,-9.05,
2022-10-12 23:30:17,25.79,102613.57,-8.83,
2022-10-12 23:30:20,25.79,102613.71,-9.35,
2022-10-12 23:30:23,25.79,102610.15,-9.06,
2022-10-12 23:30:26,25.79,102609.53,-9.01,
2022-10-12 23:30:29,25.79,102608.61,-8.94,
2022-10-12 23:30:32,25.79,102612.78,-9.28,
2022-10-12 23:30:35,25.79,102607.59,-8.85,
2022-10-12 23:30:38,25.78,102610.53,-9.09,
2022-10-12 23:30:41,25.78,102611.63,-9.18,
2022-10-12 23:30:44,25.79,102611.86,-9.21,
2022-10-12 23:30:47,25.78,102609.40,-9.00,
2022-10-12 23:30:50,25.79,102613.57,-9.34,
2022-10-12 23:30:53,25.78,102610.87,-9.11,
2022-10-12 23:30:56,25.78,102611.89,-9.21,
2022-10-12 23:30:59,25.78,102608.21,-8.90,
2022-10-12 23:31:02,25.78,102607.05,-8.80,
2022-10-12 23:31:05,25.78,102615.32,-9.49,
2022-10-12 23:31:08,25.78,102609.67,-9.02,
2022-10-12 23:31:11,25.78,102606.08,-8.73,
2022-10-12 23:31:14,25.78,102610.63,-9.10,
2022-10-12 23:31:17,25.78,102610.94,-9.13,
2022-10-12 23:31:20,25.78,102611.11,-9.14,
2022-10-12 23:31:23,25.77,102609.26,-8.99,
2022-10-12 23:31:26,25.75,102610.05,-9.05,
2022-10-12 23:31:29,25.73,102605.97,-8.85,
2022-10-12 23:31:32,25.73,102609.50,-9.01,
2022-10-12 23:31:35,25.72,102608.00,-8.88,
2022-10-12 23:31:38,25.73,102612.82,-9.28,
2022-10-12 23:31:41,25.74,102610.22,-9.00,
2022-10-12 23:31:44,25.74,102611.25,-9.15,
2022-10-12 23:31:47,25.74,102609.71,-9.03,
2022-10-12 23:31:50,25.68,102607.64,-8.86,
2022-10-12 23:31:53,25.66,102605.57,-8.69,
2022-10-12 23:31:56,25.64,102606.03,-8.72,
2022-10-12 23:31:59,25.63,102607.82,-8.87,
2022-10-12 23:32:02,25.63,102611.91,-9.21,
2022-10-12 23:32:05,25.63,102608.67,-8.94,
2022-10-12 23:32:08,25.63,102614.92,-9.45,
2022-10-12 23:32:11,25.63,102610.72,-9.11,
2022-10-12 23:32:14,25.63,102607.30,-8.83,
2022-10-12 23:32:17,25.63,102610.61,-9.10,
2022-10-12 23:32:20,25.64,102610.24,-9.07,
2022-10-12 23:32:23,25.65,102608.19,-8.90,
2022-10-12 23:32:26,25.65,102609.28,-8.99,
2022-10-12 23:32:29,25.64,102606.28,-8.75,
2022-10-12 23:32:32,25.63,102608.77,-8.95,
2022-10-12 23:32:35,25.61,102609.18,-8.98,
2022-10-12 23:32:38,25.59,102608.02,-8.89,
2022-10-12 23:32:41,25.59,102608.11,-8.89,
2022-10-12 23:32:44,25.58,102607.91,-8.88,
2022-10-12 23:32:47,25.59,102609.38,-9.00,
2022-10-12 23:32:50,25.60,102613.00,-9.30,
2022-10-12 23:32:53,25.61,102608.83,-8.95,
2022-10-12 23:32:56,25.61,102608.94,-8.96,
2022-10-12 23:32:59,25.61,102611.24,-9.15,
2022-10-12 23:33:02,25.62,102609.25,-8.99,
2022-10-12 23:33:05,25.62,102612.16,-9.23,
2022-10-12 23:33:08,25.62,102610.83,-9.12,
2022-10-12 23:33:11,25.62,102613.83,-9.36,
2022-10-12 23:33:14,25.62,102611.61,-9.18,
2022-10-12 23:33:17,25.64,102611.71,-9.19,
2022-10-12 23:33:20,25.63,102610.03,-9.05,
2022-10-12 23:33:23,25.64,102610.86,-9.12,
2022-10-12 23:33:26,25.63,102609.42,-9.00,
2022-10-12 23:33:29,25.64,102609.63,-9.02,
2022-10-12 23:33:32,25.64,102611.34,-9.16,
2022-10-12 23:33:35,25.64,102611.53,-9.17,
2022-10-12 23:33:38,25.64,102607.92,-8.88,
2022-10-12 23:33:41,25.64,102609.04,-8.97,
2022-10-12 23:33:44,25.64,102610.14,-9.06,
2022-10-12 23:33:47,25.63,102612.32,-9.24,
2022-10-12 23:33:50,25.63,102611.75,-9.20,
2022-10-12 23:33:53,25.62,102610.17,-9.06,
2022-10-12 23:33:56,25.61,102611.91,-9.21,
2022-10-12 23:33:59,25.61,102613.00,-9.30,
2022-10-12 23:34:02,25.61,102615.78,-9.52,
2022-10-12 23:34:05,25.60,102610.61,-9.10,
2022-10-12 23:34:08,25.59,102608.36,-8.92,
2022-10-12 23:34:11,25.59,102610.58,-9.10,
2022-10-12 23:34:14,25.58,102612.97,-9.30,
2022-10-12 23:34:17,25.58,102613.17,-9.31,
2022-10-12 23:34:20,25.58,102612.66,-9.27,
2022-10-12 23:34:23,25.56,102612.49,-9.25,
2022-10-12 23:34:26,25.57,102612.22,-9.23,
2022-10-12 23:34:29,25.56,102615.08,-9.47,
2022-10-12 23:34:32,25.55,102613.72,-9.35,
2022-10-12 23:34:35,25.55,102614.33,-9.41,
2022-10-12 23:34:38,25.55,102614.88,-9.45,
2022-10-12 23:34:41,25.54,102611.05,-9.14,
2022-10-12 23:34:44,25.54,102612.21,-9.23,
2022-10-12 23:34:47,25.53,102609.71,-9.03,
2022-10-12 23:34:50,25.52,102612.89,-9.29,
2022-10-12 23:34:53,25.52,102611.02,-9.13,
2022-10-12 23:34:56,25.52,102612.75,-9.27,
2022-10-12 23:34:59,25.52,102608.58,-8.93,
2022-10-12 23:35:02,25.51,102615.52,-9.50,
2022-10-12 23:35:05,25.51,102613.27,-9.32,
2022-10-12 23:35:08,25.50,102611.49,-9.17,
2022-10-12 23:35:11,25.49,102610.66,-9.11,
2022-10-12 23:35:14,25.48,102610.77,-9.11,
2022-10-12 23:35:17,25.48,102607.86,-8.87,
2022-10-12 23:35:20,25.47,102610.46,-9.09,
2022-10-12 23:35:23,25.47,102611.28,-9.15,
2022-10-12 23:35:26,25.47,102610.69,-9.11,
2022-10-12 23:35:29,25.46,102614.49,-9.42,
2022-10-12 23:35:32,25.46,102613.57,-9.34,
2022-10-12 23:35:35,25.45,102613.60,-9.35,
2022-10-12 23:35:38,25.44,102615.57,-9.51,
2022-10-12 23:35:41,25.43,102612.02,-9.22,
2022-10-12 23:35:44,25.43,102611.17,-9.15,
2022-10-12 23:35:47,25.43,102613.97,-9.37,
2022-10-12 23:35:50,25.43,102614.25,-9.40,
2022-10-12 23:35:53,25.43,102609.57,-9.02,
2022-10-12 23:35:56,25.42,102610.86,-9.12,
2022-10-12 23:35:59,25.42,102611.33,-9.16,
2022-10-12 23:36:02,25.41,102607.67,-8.86,
2022-10-12 23:36:05,25.41,102610.51,-9.09,
2022-10-12 23:36:08,25.41,102608.88,-8.96,
2022-10-12 23:36:11,25.41,102612.91,-9.29,
2022-10-12 23:36:14,25.41,102613.42,-9.33,
2022-10-12 23:36:17,25.41,102611.10,-9.14,
2022-10-12 23:36:20,25.40,102610.51,-9.09,
2022-10-12 23:36:23,25.40,102615.19,-9.48,
2022-10-12 23:36:26,25.40,102611.88,-9.21,
2022-10-12 23:36:29,25.40,102614.51,-9.42,
2022-10-12 23:36:32,25.39,102609.62,-9.02,
2022-10-12 23:36:35,25.38,102613.49,-9.34,
2022-10-12 23:36:38,25.38,102611.64,-9.18,
2022-10-12 23:36:41,25.38,102608.39,-8.92,
2022-10-12 23:36:44,25.38,102612.56,-9.26,
2022-10-12 23:36:47,25.38,102611.88,-9.21,
2022-10-12 23:36:50,25.38,102611.98,-9.21,
2022-10-12 23:36:53,25.38,102612.60,-9.26,
2022-10-12 23:36:56,25.37,102612.25,-9.23,
2022-10-12 23:36:59,25.36,102612.62,-9.26,
2022-10-12 23:37:02,25.37,102614.98,-9.46,
2022-10-12 23:37:05,25.36,102609.61,-9.02,
2022-10-12 23:37:08,25.36,102618.77,-9.77,
2022-10-12 23:37:11,25.36,102610.57,-9.09,
2022-10-12 23:37:14,25.37,102613.20,-9.31,
2022-10-12 23:37:17,25.38,102613.10,-9.31,
2022-10-12 23:37:20,25.38,102614.37,-9.41,
2022-10-12 23:37:23,25.39,102611.60,-9.18,
2022-10-12 23:37:26,25.39,102618.07,-9.71,
2022-10-12 23:37:29,25.40,102613.89,-9.37,
2022-10-12 23:37:32,25.41,102612.12,-9.23,
2022-10-12 23:37:35,25.41,102613.49,-9.34,
2022-10-12 23:37:38,25.42,102614.72,-9.44,
2022-10-12 23:37:41,25.43,102617.93,-9.70,
2022-10-12 23:37:44,25.43,102616.53,-9.59,
2022-10-12 23:37:47,25.43,102612.94,-9.29,
2022-10-12 23:37:50,25.43,102609.42,-9.00,
2022-10-12 23:37:54,25.43,102615.57,-9.51,
2022-10-12 23:37:57,25.43,102615.75,-9.52,
2022-10-12 23:38:00,25.43,102613.87,-9.37,
2022-10-12 23:38:03,25.43,102615.85,-9.53,
2022-10-12 23:38:06,25.42,102614.03,-9.38,
2022-10-12 23:38:09,25.43,102615.03,-9.46,
2022-10-12 23:38:12,25.43,102611.61,-9.18,
2022-10-12 23:38:15,25.43,102615.61,-9.51,
2022-10-12 23:38:18,25.43,102616.57,-9.59,
2022-10-12 23:38:21,25.42,102613.77,-9.36,
2022-10-12 23:38:24,25.43,102615.67,-9.52,
2022-10-12 23:38:27,25.43,102620.71,-9.93,
2022-10-12 23:38:30,25.43,102612.26,-9.24,
2022-10-12 23:38:33,25.43,102614.21,-9.40,
2022-10-12 23:38:36,25.44,102612.09,-9.22,
2022-10-12 23:38:39,25.43,102611.27,-9.15,
